activity_date,project_name,txns,daa,wau,mau,m2_retention,new_maa,percent_new
2023-11-18,Metapool,264,56,284,777,43.90243902439025,109,14.028314028314028
2023-11-18,HERE Wallet,258,124,393,929,36.666666666666664,130,13.993541442411194
2023-11-18,Feiyu,190,12,105,386,2.976190476190476,267,69.17098445595855
2023-11-18,LiNEAR,178,27,126,400,27.586206896551722,138,34.5
2023-11-18,berryclub.ek.near,137,6,23,78,0.0,33,42.30769230769231
2023-11-18,Paras,134,60,258,776,37.142857142857146,71,9.149484536082474
2023-11-18,token.jumbo_exchange.near,111,15,33,97,33.33333333333333,5,5.154639175257731
2023-11-18,bounties.heroes.near,101,31,44,114,100.0,11,9.649122807017543
2023-11-18,app.popula.near,96,17,48,110,71.42857142857143,33,30.0
2023-11-18,r9q.near,91,90,91,91,33.33333333333333,2,2.197802197802198
2023-11-18,Cryptoheroes,76,6,36,74,50.0,0,0.0
2023-11-18,dclv2.ref-labs.near,72,7,33,99,33.33333333333333,8,8.080808080808081
2023-11-18,cars.raddx.near,60,47,172,728,79.6116504854369,40,5.4945054945054945
2023-11-18,Land 2 Empire,54,46,73,126,0.0,0,0.0
2023-11-18,Mintbase,52,8,61,20259,0.3794266441821248,20098,99.20529147539365
2023-11-18,world.pumpopoly.near,50,28,42,55,0.0,2,3.6363636363636362
2023-11-18,weirdoghostgang.community.popula.near,50,12,23,52,100.0,34,65.38461538461539
2023-11-18,SeatLab,48,3,13,56,50.0,10,17.857142857142858
2023-11-18,Pembrock,41,7,38,108,28.57142857142857,18,16.666666666666664
2023-11-18,registry.i-am-human.near,40,21,252,280,0.0,3,1.0714285714285714
2023-11-18,Playible,37,22,66,138,25.0,29,21.014492753623188
2023-11-18,pre.meteor-token.near,36,27,160,339,100.0,285,84.070796460177
2023-11-18,Realis Network,26,15,31,100,9.375,37,37.0
2023-11-18,core.namesky.near,25,10,50,149,3.125,83,55.70469798657718
2023-11-18,The Littles,19,8,112,3266,55.43007716920761,309,9.461114513165953
2023-11-18,devgovgigs,18,10,112,213,38.46153846153847,25,11.737089201877934
2023-11-18,drip.popula.near,16,9,39,93,71.42857142857143,38,40.86021505376344
2023-11-18,TradePort,16,7,36,88,80.0,6,6.8181818181818175
2023-11-18,sol.token.a11bd.near,14,5,27,73,50.0,14,19.17808219178082
2023-11-18,Neko,13,9,54,197,57.14285714285714,13,6.598984771573605
2023-11-18,Boca Chica,11,8,38,114,0.0,0,0.0
2023-11-18,v1.ncaptcha.near,9,3,519,540,95.1219512195122,6,1.1111111111111112
2023-11-18,meteor-rewards.near,8,5,247,499,100.0,448,89.77955911823648
2023-11-18,king04.near,8,5,136,142,100.0,134,94.36619718309859
2023-11-18,nearhorizon.near,7,3,7,56,22.22222222222222,5,8.928571428571429
2023-11-18,meta-vote.near,7,4,124,211,100.0,32,15.165876777251185
2023-11-18,myriadcore.near,7,3,9,66,0.0,17,25.757575757575758
2023-11-18,Phoenix Bonds,7,2,21,74,25.0,9,12.162162162162163
2023-11-18,Bodega Lab,5,3,24,88,75.0,3,3.4090909090909087
2023-11-18,marmaj.tkn.near,4,3,28,115,40.0,21,18.26086956521739
2023-11-18,dbio.near,4,4,17,99,66.66666666666666,21,21.21212121212121
2023-11-18,tinkerunion_nft.enleap.near,2,2,28,74,33.33333333333333,9,12.162162162162163
2023-11-18,fusotao-token.near,2,2,26,88,0.0,18,20.454545454545457
2023-11-18,launchpad.jumpfinance.near,2,2,16,59,0.0,0,0.0
2023-11-18,gear.enleap.near,2,2,28,78,0.0,11,14.102564102564102
2023-11-18,Few and Far,2,2,14,62,0.0,1,1.6129032258064515
2023-11-18,bykbozy.near,1,1,64,72,0.0,70,97.22222222222221
2023-11-18,nearton-staking.near,1,1,11,57,0.0,0,0.0
2023-11-18,staking.enleap.near,0,0,23,66,0.0,3,4.545454545454546
2023-11-18,hoanang.near,0,0,2,52,36.36363636363637,2,3.8461538461538463
2023-11-18,Seventh Age,0,0,0,19747,0.04251700680272109,19683,99.67590013672964
2023-11-18,nft_lzr.near,0,0,2,61,0.0,25,40.98360655737705
2023-11-18,Cheddar Farm,0,0,21,51,0.0,10,19.607843137254903
2023-11-18,nearcon23.near,0,0,3,861,0.0,858,99.65156794425087
2023-11-18,kays.near,0,0,0,356,100.0,50,14.04494382022472
2023-11-18,pay.herewallet.near,0,0,42,105,100.0,9,8.571428571428571
2023-11-17,Overall,1705609,794211,1894791,3488679,44.274793368702795,1259165,36.09288788105756
2023-11-17,Kai-Ching,710455,674784,1394206,2188663,71.87962486326491,763340,34.87700025083807
2023-11-17,OTHER,497775,12567,53993,244441,31.782429351028668,137877,56.40502207076554
2023-11-17,Sweat Economy,324077,106600,433995,1017048,41.9474140092544,309538,30.434945056673822
2023-11-17,NEAR Crowd,53640,485,723,1045,100.0,0,0.0
2023-11-17,Orderly,18352,136,548,7061,2.1583782995479073,987,13.97819005806543
2023-11-17,SPIN,13342,30,97,244,9.090909090909092,28,11.475409836065573
2023-11-17,priceoracle.near,8886,37,112,240,63.63636363636363,9,3.75
2023-11-17,REF,5049,101,527,1421,33.89830508474576,162,11.400422237860662
2023-11-17,Play Ember,4896,4792,34814,159140,11.169300847192503,118782,74.63993967575719
2023-11-17,Wrapped NEAR,3699,400,1717,4463,32.38095238095238,1011,22.65292404212413
2023-11-17,Rainbow Bridge,2887,286,1301,3801,22.45430809399478,647,17.021836358852934
2023-11-17,Staking Pools,2818,894,4326,12888,32.006245120999225,4683,36.33612662942272
2023-11-17,meteor-points.near,2093,1097,2100,2350,95.08196721311475,1289,54.851063829787236
2023-11-17,veax.near,2093,38,63,106,0.0,14,13.20754716981132
2023-11-17,Zomland,1255,58,112,173,54.54545454545454,9,5.202312138728324
2023-11-17,NEAR Social,828,284,1235,2963,34.5679012345679,410,13.837327033412084
2023-11-17,Exchanges,720,466,2315,7207,15.843214756258234,5107,70.86166227279034
2023-11-17,Stader,556,14,71,178,0.0,11,6.179775280898876
2023-11-17,Metapool,399,67,284,765,43.90243902439025,110,14.37908496732026
2023-11-17,USDT,392,169,1053,4368,21.302193913658883,1154,26.41941391941392
2023-11-17,Learn NEAR Club,328,61,1382,1815,9.045226130653267,929,51.18457300275482
2023-11-17,LiNEAR,296,22,127,393,32.25806451612903,135,34.35114503816794
2023-11-17,Feiyu,255,22,112,388,2.6392961876832843,267,68.81443298969072
2023-11-17,HERE Wallet,236,122,382,910,36.55913978494624,128,14.065934065934066
2023-11-17,token.jumbo_exchange.near,207,17,32,93,33.33333333333333,5,5.376344086021505
2023-11-17,Paras,157,54,257,770,38.23529411764706,70,9.090909090909092
2023-11-17,berryclub.ek.near,150,10,21,76,0.0,33,43.42105263157895
2023-11-17,app.popula.near,146,18,43,105,71.42857142857143,32,30.476190476190478
2023-11-17,registry.i-am-human.near,127,94,240,271,0.0,2,0.7380073800738007
2023-11-17,Jump Finance,114,11,82,305,25.0,3,0.9836065573770493
2023-11-17,Burrow,109,56,156,351,60.0,38,10.826210826210826
2023-11-17,Playible,77,36,66,138,25.0,29,21.014492753623188
2023-11-17,Cryptoheroes,75,4,35,73,50.0,0,0.0
2023-11-17,devgovgigs,62,35,106,216,36.11111111111111,29,13.425925925925927
2023-11-17,Octopus,61,2,42,128,0.0,0,0.0
2023-11-17,world.pumpopoly.near,51,25,43,55,0.0,2,3.6363636363636362
2023-11-17,Mintbase,50,10,71,23353,45.0,22450,96.13325911017856
2023-11-17,dclv2.ref-labs.near,50,7,32,97,33.33333333333333,8,8.24742268041237
2023-11-17,meta-vote.near,50,31,140,210,100.0,33,15.714285714285714
2023-11-17,weirdoghostgang.community.popula.near,48,11,22,52,100.0,34,65.38461538461539
2023-11-17,Land 2 Empire,45,39,75,124,0.0,0,0.0
2023-11-17,bykbozy.near,41,34,72,72,0.0,70,97.22222222222221
2023-11-17,meteor-rewards.near,41,31,460,496,100.0,436,87.90322580645162
2023-11-17,busdt.store.raddx.near,40,6,6,82,91.66666666666666,33,40.243902439024396
2023-11-17,cars.raddx.near,34,25,184,745,81.81818181818183,53,7.114093959731544
2023-11-17,Pembrock,31,8,44,112,50.0,17,15.178571428571427
2023-11-17,core.namesky.near,27,9,58,143,0.0,84,58.74125874125874
2023-11-17,drip.popula.near,26,14,38,91,71.42857142857143,38,41.75824175824176
2023-11-17,bounties.heroes.near,23,9,19,111,50.0,11,9.90990990990991
2023-11-17,Realis Network,21,2,21,88,9.375,35,39.77272727272727
2023-11-17,sol.token.a11bd.near,20,8,26,71,42.857142857142854,12,16.901408450704224
2023-11-17,Neko,17,9,55,193,42.857142857142854,13,6.7357512953367875
2023-11-17,The Littles,15,8,216,9229,83.85199240986717,424,4.594213890995774
2023-11-17,staking.enleap.near,13,7,27,66,0.0,3,4.545454545454546
2023-11-17,tinkerunion_nft.enleap.near,13,5,29,73,33.33333333333333,9,12.32876712328767
2023-11-17,king04.near,12,9,139,142,0.0,135,95.07042253521126
2023-11-17,Boca Chica,10,6,38,112,0.0,0,0.0
2023-11-17,pre.meteor-token.near,10,7,283,333,100.0,280,84.08408408408408
2023-11-17,fusotao-token.near,10,8,27,87,0.0,18,20.689655172413794
2023-11-17,gear.enleap.near,10,7,30,77,0.0,11,14.285714285714285
2023-11-17,Phoenix Bonds,6,4,22,74,25.0,8,10.81081081081081
2023-11-17,SeatLab,6,4,15,56,50.0,10,17.857142857142858
2023-11-17,launchpad.jumpfinance.near,5,5,17,59,0.0,0,0.0
2023-11-17,v1.ncaptcha.near,5,3,518,539,95.1219512195122,6,1.1131725417439702
2023-11-17,Bodega Lab,5,3,25,88,75.0,3,3.4090909090909087
2023-11-17,Cheddar Farm,4,3,21,52,0.0,10,19.230769230769234
2023-11-17,TradePort,4,2,35,85,66.66666666666666,6,7.0588235294117645
2023-11-17,Few and Far,4,2,17,63,0.0,1,1.5873015873015872
2023-11-17,nearhorizon.near,3,1,6,57,40.0,6,10.526315789473683
2023-11-17,marmaj.tkn.near,2,2,27,114,33.33333333333333,19,16.666666666666664
2023-11-17,nearton-staking.near,2,2,13,57,0.0,0,0.0
2023-11-17,pay.herewallet.near,1,1,61,106,100.0,9,8.49056603773585
2023-11-17,dbio.near,1,1,14,98,66.66666666666666,21,21.428571428571427
2023-11-17,nearcon23.near,0,0,352,861,0.0,858,99.65156794425087
2023-11-17,Seventh Age,0,0,0,22099,100.0,22034,99.70586904384814
2023-11-17,kays.near,0,0,0,356,100.0,50,14.04494382022472
2023-11-17,myriadcore.near,0,0,10,65,0.0,17,26.153846153846157
2023-11-17,nft_lzr.near,0,0,3,61,0.0,25,40.98360655737705
2023-11-17,hoanang.near,0,0,2,52,36.36363636363637,2,3.8461538461538463
2023-11-16,Overall,1728386,832856,1917336,3480599,42.60397289396758,1272970,36.573302468914115
2023-11-16,Kai-Ching,727392,698472,1385571,2176805,72.3685956861499,748528,34.3865435810741
2023-11-16,OTHER,469763,8355,55150,244887,15.153989526937073,158822,64.85521893771413
2023-11-16,Sweat Economy,368204,121442,465022,1017536,35.402644920443116,334039,32.82822425938738
2023-11-16,NEAR Crowd,50677,449,711,1043,100.0,0,0.0
2023-11-16,Orderly,18320,130,544,7708,2.161214953271028,1141,14.80280228334198
2023-11-16,SPIN,11495,27,96,240,18.181818181818183,28,11.666666666666666
2023-11-16,priceoracle.near,8405,34,121,241,72.72727272727273,9,3.7344398340248963
2023-11-16,Play Ember,6025,5867,35349,160884,11.200401193796173,120170,74.6935680365978
2023-11-16,Learn NEAR Club,4471,600,1502,1808,8.89261744966443,932,51.54867256637168
2023-11-16,REF,2741,103,524,1400,36.0655737704918,159,11.357142857142858
2023-11-16,Staking Pools,2632,816,4404,12746,31.056393963463062,4665,36.599717558449704
2023-11-16,Wrapped NEAR,2174,350,1720,4396,32.77591973244147,1000,22.747952684258415
2023-11-16,Rainbow Bridge,1666,227,1302,3790,22.30971128608924,642,16.939313984168866
2023-11-16,veax.near,1264,10,52,97,33.33333333333333,10,10.309278350515463
2023-11-16,NEAR Social,854,253,1309,2863,32.1656050955414,409,14.285714285714285
2023-11-16,meteor-points.near,672,344,1557,1646,5.202312138728324,1229,74.66585662211422
2023-11-16,Zomland,577,37,100,167,54.54545454545454,5,2.9940119760479043
2023-11-16,Stader,575,15,69,174,0.0,11,6.321839080459771
2023-11-16,Exchanges,551,392,2353,7052,15.751633986928104,4983,70.66080544526375
2023-11-16,v1.ncaptcha.near,534,512,516,538,95.1219512195122,6,1.1152416356877324
2023-11-16,USDT,529,213,1066,4412,22.413793103448278,1167,26.4505893019039
2023-11-16,cars.raddx.near,475,51,176,757,85.18518518518519,58,7.661822985468956
2023-11-16,Metapool,406,62,272,748,41.46341463414634,110,14.705882352941178
2023-11-16,busdt.store.raddx.near,329,6,6,82,90.9090909090909,34,41.46341463414634
2023-11-16,LiNEAR,304,22,130,389,38.70967741935484,134,34.447300771208226
2023-11-16,Feiyu,223,18,105,378,2.5787965616045847,256,67.72486772486772
2023-11-16,Jump Finance,188,21,84,303,25.0,3,0.9900990099009901
2023-11-16,HERE Wallet,183,105,378,909,33.69565217391305,128,14.08140814081408
2023-11-16,nearton-staking.near,135,5,14,59,0.0,0,0.0
2023-11-16,app.popula.near,133,21,47,104,69.23076923076923,32,30.76923076923077
2023-11-16,berryclub.ek.near,116,5,20,75,0.0,33,44.0
2023-11-16,weirdoghostgang.community.popula.near,90,13,22,52,100.0,35,67.3076923076923
2023-11-16,token.jumbo_exchange.near,85,12,29,91,50.0,5,5.4945054945054945
2023-11-16,TradePort,76,3,37,84,66.66666666666666,6,7.142857142857142
2023-11-16,registry.i-am-human.near,73,60,149,191,0.0,2,1.0471204188481675
2023-11-16,devgovgigs,69,42,77,201,37.142857142857146,28,13.930348258706468
2023-11-16,Paras,67,36,273,765,37.3134328358209,71,9.281045751633988
2023-11-16,Pembrock,65,16,48,115,42.857142857142854,18,15.65217391304348
2023-11-16,meteor-rewards.near,64,49,489,490,100.0,433,88.36734693877551
2023-11-16,meta-vote.near,62,27,122,188,100.0,22,11.702127659574469
2023-11-16,Burrow,59,37,141,340,50.0,34,10.0
2023-11-16,Bodega Lab,54,8,26,87,75.0,3,3.4482758620689653
2023-11-16,world.pumpopoly.near,46,27,43,54,0.0,2,3.7037037037037033
2023-11-16,Cryptoheroes,45,5,37,74,50.0,0,0.0
2023-11-16,Land 2 Empire,45,43,75,126,0.0,0,0.0
2023-11-16,drip.popula.near,41,17,43,90,66.66666666666666,37,41.11111111111111
2023-11-16,Octopus,33,7,48,133,0.0,0,0.0
2023-11-16,Mintbase,33,15,87,23351,47.368421052631575,22450,96.14149286968438
2023-11-16,Boca Chica,31,10,36,110,0.0,0,0.0
2023-11-16,Neko,29,11,58,194,50.0,13,6.701030927835052
2023-11-16,bykbozy.near,21,17,55,55,0.0,70,127.27272727272727
2023-11-16,Realis Network,21,4,28,89,12.121212121212121,35,39.325842696629216
2023-11-16,The Littles,18,7,223,11743,91.7427840701498,3105,26.441284169292345
2023-11-16,dclv2.ref-labs.near,18,8,31,95,28.57142857142857,8,8.421052631578947
2023-11-16,bounties.heroes.near,14,6,16,109,100.0,11,10.091743119266056
2023-11-16,core.namesky.near,12,7,69,143,0.0,84,58.74125874125874
2023-11-16,nearhorizon.near,12,3,9,57,40.0,6,10.526315789473683
2023-11-16,tinkerunion_nft.enleap.near,11,3,30,70,33.33333333333333,8,11.428571428571429
2023-11-16,Phoenix Bonds,11,7,23,72,25.0,8,11.11111111111111
2023-11-16,king04.near,10,7,136,139,0.0,134,96.40287769784173
2023-11-16,gear.enleap.near,7,5,32,72,0.0,11,15.277777777777779
2023-11-16,pre.meteor-token.near,7,4,322,329,100.0,272,82.67477203647417
2023-11-16,marmaj.tkn.near,6,4,28,116,28.57142857142857,19,16.379310344827587
2023-11-16,SeatLab,6,2,15,55,50.0,10,18.181818181818183
2023-11-16,staking.enleap.near,4,3,23,63,0.0,3,4.761904761904762
2023-11-16,launchpad.jumpfinance.near,4,4,17,58,0.0,0,0.0
2023-11-16,fusotao-token.near,4,4,24,85,0.0,16,18.823529411764707
2023-11-16,sol.token.a11bd.near,3,3,26,71,42.857142857142854,12,16.901408450704224
2023-11-16,pay.herewallet.near,3,3,71,105,100.0,10,9.523809523809524
2023-11-16,dbio.near,2,2,16,99,66.66666666666666,21,21.21212121212121
2023-11-16,Few and Far,2,1,18,62,0.0,1,1.6129032258064515
2023-11-16,myriadcore.near,1,1,12,68,0.0,17,25.0
2023-11-16,nearcon23.near,1,1,629,861,0.0,858,99.65156794425087
2023-11-16,Cheddar Farm,1,1,20,54,0.0,10,18.51851851851852
2023-11-16,Seventh Age,0,0,1,22099,100.0,22034,99.70586904384814
2023-11-16,nft_lzr.near,0,0,5,61,0.0,25,40.98360655737705
2023-11-16,hoanang.near,0,0,4,52,36.36363636363637,2,3.8461538461538463
2023-11-16,kays.near,0,0,0,356,100.0,50,14.04494382022472
2023-11-16,Playible,0,0,66,138,31.25,29,21.014492753623188
2023-11-15,Overall,1594407,779201,1911569,3468916,42.52595344500052,1265595,36.48387565452724
2023-11-15,Kai-Ching,699751,665215,1382870,2171562,72.78224033888823,741347,34.138882518666286
2023-11-15,OTHER,406076,7247,57930,243454,15.121830023602904,157462,64.67833759149573
2023-11-15,Sweat Economy,323251,102140,458753,1010011,35.05541578840008,331613,32.83261271411895
2023-11-15,NEAR Crowd,55618,462,707,1040,100.0,0,0.0
2023-11-15,Orderly,18502,110,518,8402,2.2869628550619083,1294,15.401094977386338
2023-11-15,SPIN,11946,23,94,237,16.666666666666664,27,11.39240506329114
2023-11-15,priceoracle.near,8331,30,113,236,72.72727272727273,9,3.8135593220338984
2023-11-15,Play Ember,5336,5219,34784,162269,11.225096193671927,121321,74.7653587561395
2023-11-15,Learn NEAR Club,3265,798,1452,1733,8.976510067114093,870,50.201961915753024
2023-11-15,REF,2976,92,537,1379,35.0,158,11.457577955039884
2023-11-15,Wrapped NEAR,2724,307,1707,4344,33.33333333333333,995,22.905156537753225
2023-11-15,veax.near,2142,28,54,96,33.33333333333333,10,10.416666666666668
2023-11-15,Staking Pools,2004,642,4509,12681,31.20539254559873,4615,36.39302894093526
2023-11-15,Rainbow Bridge,1653,248,1331,3788,21.20418848167539,646,17.053854276663145
2023-11-15,NEAR Social,1303,257,1273,2773,33.222591362126245,415,14.965741074648395
2023-11-15,meteor-points.near,778,304,1525,1525,88.88888888888889,1171,76.78688524590164
2023-11-15,Stader,569,21,63,168,0.0,11,6.547619047619048
2023-11-15,USDT,537,235,1064,4399,22.43727598566308,1159,26.346897022050463
2023-11-15,Exchanges,430,324,2385,6984,16.209150326797385,4917,70.40378006872852
2023-11-15,Zomland,375,51,102,169,54.54545454545454,5,2.9585798816568047
2023-11-15,Feiyu,282,18,111,379,2.2222222222222223,255,67.28232189973615
2023-11-15,Metapool,262,61,274,733,35.0,108,14.733969986357435
2023-11-15,Paras,258,72,270,751,35.9375,73,9.720372836218376
2023-11-15,HERE Wallet,245,116,386,916,35.78947368421053,130,14.192139737991265
2023-11-15,Jump Finance,170,23,83,296,25.0,3,1.0135135135135136
2023-11-15,LiNEAR,169,23,145,385,35.483870967741936,132,34.285714285714285
2023-11-15,Playible,161,26,79,138,31.25,29,21.014492753623188
2023-11-15,Cryptoheroes,140,4,38,73,100.0,0,0.0
2023-11-15,registry.i-am-human.near,138,91,93,144,0.0,0,0.0
2023-11-15,berryclub.ek.near,128,8,25,76,0.0,33,43.42105263157895
2023-11-15,The Littles,119,32,242,11744,82.99791811242193,4531,38.581403269754766
2023-11-15,busdt.store.raddx.near,93,6,6,82,90.9090909090909,34,41.46341463414634
2023-11-15,app.popula.near,85,11,48,100,69.23076923076923,31,31.0
2023-11-15,cars.raddx.near,83,33,203,746,83.9506172839506,57,7.640750670241286
2023-11-15,Burrow,78,33,135,335,55.55555555555556,32,9.55223880597015
2023-11-15,Mintbase,67,11,3857,23350,28.57142857142857,22455,96.16702355460386
2023-11-15,bounties.heroes.near,59,4,19,109,100.0,11,10.091743119266056
2023-11-15,weirdoghostgang.community.popula.near,57,12,21,51,100.0,35,68.62745098039215
2023-11-15,world.pumpopoly.near,53,30,42,53,0.0,2,3.7735849056603774
2023-11-15,meta-vote.near,51,28,106,173,100.0,22,12.716763005780345
2023-11-15,token.jumbo_exchange.near,45,14,30,93,50.0,5,5.376344086021505
2023-11-15,devgovgigs,40,15,43,173,33.33333333333333,30,17.341040462427745
2023-11-15,Octopus,38,8,47,137,0.0,0,0.0
2023-11-15,Land 2 Empire,34,33,78,128,0.0,0,0.0
2023-11-15,meteor-rewards.near,30,16,473,473,100.0,427,90.27484143763213
2023-11-15,dclv2.ref-labs.near,28,8,30,91,28.57142857142857,7,7.6923076923076925
2023-11-15,pre.meteor-token.near,25,15,324,326,100.0,270,82.82208588957054
2023-11-15,Pembrock,25,5,44,107,50.0,18,16.822429906542055
2023-11-15,TradePort,19,7,34,84,60.0,7,8.333333333333332
2023-11-15,Bodega Lab,18,6,22,82,66.66666666666666,4,4.878048780487805
2023-11-15,Realis Network,17,4,29,89,12.121212121212121,35,39.325842696629216
2023-11-15,Neko,17,9,56,197,50.0,13,6.598984771573605
2023-11-15,drip.popula.near,13,8,42,87,66.66666666666666,37,42.5287356321839
2023-11-15,king04.near,12,8,134,137,0.0,131,95.62043795620438
2023-11-15,Boca Chica,11,4,37,107,0.0,0,0.0
2023-11-15,pay.herewallet.near,9,9,69,102,100.0,10,9.803921568627452
2023-11-15,sol.token.a11bd.near,7,6,30,72,42.857142857142854,12,16.666666666666664
2023-11-15,marmaj.tkn.near,6,5,28,116,28.57142857142857,20,17.24137931034483
2023-11-15,core.namesky.near,6,4,66,140,3.7037037037037033,83,59.285714285714285
2023-11-15,SeatLab,5,3,17,56,50.0,10,17.857142857142858
2023-11-15,Phoenix Bonds,5,3,19,68,25.0,8,11.76470588235294
2023-11-15,fusotao-token.near,5,5,21,84,0.0,16,19.047619047619047
2023-11-15,Few and Far,5,3,20,63,0.0,2,3.1746031746031744
2023-11-15,dbio.near,4,4,20,99,66.66666666666666,21,21.21212121212121
2023-11-15,launchpad.jumpfinance.near,4,4,16,61,0.0,0,0.0
2023-11-15,tinkerunion_nft.enleap.near,4,4,32,68,33.33333333333333,8,11.76470588235294
2023-11-15,farm.berryclub.ek.near,4,4,17,51,0.0,23,45.09803921568628
2023-11-15,hoanang.near,3,2,4,52,36.36363636363637,2,3.8461538461538463
2023-11-15,nearton-staking.near,3,3,10,57,0.0,0,0.0
2023-11-15,nearcon23.near,2,2,856,861,0.0,858,99.65156794425087
2023-11-15,nearhorizon.near,2,2,8,55,36.36363636363637,6,10.909090909090908
2023-11-15,myriadcore.near,1,1,17,69,0.0,17,24.637681159420293
2023-11-15,nft_lzr.near,1,1,6,61,0.0,25,40.98360655737705
2023-11-15,staking.enleap.near,1,1,26,60,0.0,3,5.0
2023-11-15,Seventh Age,0,0,1723,22099,0.0,22035,99.71039413548124
2023-11-15,gear.enleap.near,0,0,30,72,0.0,11,15.277777777777779
2023-11-15,Cheddar Farm,0,0,30,55,100.0,10,18.181818181818183
2023-11-15,kays.near,0,0,0,356,100.0,50,14.04494382022472
2023-11-14,Overall,1777078,838567,1910536,3458799,42.89179024391855,1253129,36.230177006527406
2023-11-14,Kai-Ching,706920,678596,1378289,2159140,73.15668384934064,727252,33.682484692979614
2023-11-14,Sweat Economy,449966,146878,460369,1008246,34.887267405680056,329810,32.71126292591292
2023-11-14,OTHER,440367,9241,60054,242617,14.796409105482528,156771,64.6166591788704
2023-11-14,NEAR Crowd,56436,503,703,1038,100.0,0,0.0
2023-11-14,Orderly,18346,103,524,9199,2.3650609402205456,1466,15.93651483856941
2023-11-14,SPIN,12144,26,98,236,8.333333333333332,26,11.016949152542372
2023-11-14,REF,9310,121,554,1378,29.310344827586203,163,11.828737300435414
2023-11-14,priceoracle.near,8585,35,120,236,70.0,10,4.23728813559322
2023-11-14,Play Ember,6548,6431,35327,166515,11.416375442881845,124943,75.03408101372248
2023-11-14,Wrapped NEAR,3369,368,1738,4309,32.56578947368421,966,22.418194476676724
2023-11-14,Staking Pools,2692,788,4678,12656,30.541288028447255,4635,36.62294563843236
2023-11-14,veax.near,1940,30,52,95,50.0,8,8.421052631578947
2023-11-14,Rainbow Bridge,1923,271,1354,3796,22.025316455696203,638,16.807165437302423
2023-11-14,NEAR Social,1122,289,1264,2718,33.442622950819676,399,14.67991169977925
2023-11-14,Learn NEAR Club,880,176,1004,1705,12.31527093596059,825,48.38709677419355
2023-11-14,USDT,625,195,1023,4386,22.413793103448278,1149,26.196990424076606
2023-11-14,Exchanges,603,388,2433,6927,16.402970616725867,4874,70.36235022376209
2023-11-14,Zomland,556,53,97,163,36.36363636363637,3,1.8404907975460123
2023-11-14,Stader,554,13,53,156,7.142857142857142,9,5.769230769230769
2023-11-14,Metapool,448,73,273,721,35.0,106,14.701803051317613
2023-11-14,meteor-points.near,334,190,1341,1341,71.42857142857143,1074,80.08948545861297
2023-11-14,LiNEAR,307,24,145,383,28.57142857142857,134,34.9869451697128
2023-11-14,Feiyu,285,23,111,381,2.4861878453038675,252,66.14173228346458
2023-11-14,Paras,219,74,261,733,27.142857142857142,73,9.959072305593452
2023-11-14,HERE Wallet,198,102,378,908,37.755102040816325,128,14.096916299559473
2023-11-14,app.popula.near,187,16,53,99,69.23076923076923,31,31.313131313131315
2023-11-14,berryclub.ek.near,168,8,31,74,0.0,33,44.5945945945946
2023-11-14,Jump Finance,149,17,77,292,25.0,3,1.0273972602739725
2023-11-14,Cryptoheroes,140,27,44,74,100.0,0,0.0
2023-11-14,Burrow,119,53,135,330,52.94117647058824,32,9.696969696969697
2023-11-14,world.pumpopoly.near,79,25,41,53,0.0,2,3.7735849056603774
2023-11-14,token.jumbo_exchange.near,61,11,33,93,75.0,5,5.376344086021505
2023-11-14,Mintbase,60,14,5627,23348,23.076923076923077,22456,96.17954428644852
2023-11-14,Octopus,53,12,47,136,0.0,0,0.0
2023-11-14,Land 2 Empire,50,44,79,128,0.0,0,0.0
2023-11-14,busdt.store.raddx.near,48,6,6,82,90.9090909090909,34,41.46341463414634
2023-11-14,meta-vote.near,47,26,90,156,100.0,19,12.179487179487179
2023-11-14,devgovgigs,45,26,34,176,37.93103448275862,31,17.613636363636363
2023-11-14,Bodega Lab,43,9,21,81,66.66666666666666,4,4.938271604938271
2023-11-14,cars.raddx.near,43,25,212,738,83.9506172839506,57,7.723577235772358
2023-11-14,Pembrock,42,8,43,109,50.0,16,14.678899082568808
2023-11-14,Cheddar Farm,41,12,33,55,100.0,10,18.181818181818183
2023-11-14,meteor-rewards.near,32,19,463,463,100.0,411,88.76889848812095
2023-11-14,dclv2.ref-labs.near,32,7,39,92,28.57142857142857,7,7.608695652173914
2023-11-14,pre.meteor-token.near,30,14,316,317,100.0,269,84.85804416403786
2023-11-14,The Littles,28,12,229,11722,82.1647379169503,4509,38.46613205937553
2023-11-14,Neko,28,16,60,195,50.0,12,6.153846153846154
2023-11-14,Playible,20,4,84,138,31.25,29,21.014492753623188
2023-11-14,drip.popula.near,20,9,44,85,66.66666666666666,36,42.35294117647059
2023-11-14,Realis Network,19,4,35,88,11.76470588235294,35,39.77272727272727
2023-11-14,core.namesky.near,18,7,65,138,3.7037037037037033,78,56.52173913043478
2023-11-14,TradePort,16,9,36,83,33.33333333333333,8,9.63855421686747
2023-11-14,Few and Far,16,6,21,64,0.0,2,3.125
2023-11-14,king04.near,15,6,133,135,0.0,130,96.29629629629629
2023-11-14,Boca Chica,15,7,39,107,0.0,0,0.0
2023-11-14,tinkerunion_nft.enleap.near,13,8,32,67,33.33333333333333,8,11.940298507462686
2023-11-14,sol.token.a11bd.near,11,6,32,71,50.0,12,16.901408450704224
2023-11-14,gear.enleap.near,10,6,31,74,0.0,10,13.513513513513514
