activity_date,project_name,txns,daa,wau,mau,m2_retention,new_maa,percent_new
2024-01-03,Overall,3461848,1057659,5677164,15251986,52.69240367293334,12451996,81.64180061534282
2024-01-03,inscription.near,1400063,610,11197,19187,57.77388255915863,5311,27.680200135508414
2024-01-03,Kai-Ching,876468,837520,4745838,12456626,79.68991535448787,10743547,86.24764844027588
2024-01-03,OTHER,530085,19481,121803,608210,53.89609743477482,329307,54.143634599891485
2024-01-03,Sweat Economy,385912,123754,433619,1107969,37.6268534651353,273238,24.66115929236287
2024-01-03,Play Ember,85624,76314,400886,1366190,12.950859658888353,1289927,94.41783353706292
2024-01-03,NEAR Crowd,63199,700,1062,1345,0.0,0,0.0
2024-01-03,REF,19340,240,2101,9954,79.41176470588235,1714,17.219208358448864
2024-01-03,Orderly,19338,679,3347,11869,73.70370370370371,714,6.01567107591204
2024-01-03,priceoracle.near,9035,48,128,355,61.111111111111114,33,9.295774647887324
2024-01-03,Wrapped NEAR,6392,1449,7764,22170,83.75299760191847,5430,24.49255751014885
2024-01-03,SPIN,5696,19,68,328,25.0,40,12.195121951219512
2024-01-03,Rainbow Bridge,3105,970,4604,15695,58.620689655172406,2347,14.953806944886908
2024-01-03,Staking Pools,3066,1530,7314,19482,36.44953759549659,6069,31.151832460732987
2024-01-03,pager.herewallet.near,2554,1472,5096,5100,99.37106918238993,2223,43.588235294117645
2024-01-03,USDT,2445,1141,3295,8482,29.308323563892145,3020,35.60481018627682
2024-01-03,v2.keypom.near,1235,483,1970,2013,88.70967741935483,1052,52.26030799801291
2024-01-03,meteor-points.near,1147,1,8,1511,6.923777710294564,405,26.803441429516877
2024-01-03,Exchanges,693,469,3114,13217,14.105226722049153,10300,77.92993871529092
2024-01-03,NEAR Social,692,275,4666,23307,79.90049751243781,2754,11.816192560175056
2024-01-03,Stader,557,15,66,205,20.0,7,3.414634146341464
2024-01-03,Neko,546,163,787,3386,92.42424242424242,1125,33.22504430005907
2024-01-03,HERE Wallet,532,300,978,1703,69.1358024691358,339,19.90604815032296
2024-01-03,unifat.near,512,499,506,510,93.75,667,130.7843137254902
2024-01-03,Learn NEAR Club,503,201,612,2048,20.311149524632672,850,41.50390625
2024-01-03,Paras,500,129,686,2234,68.94736842105263,283,12.667860340196956
2024-01-03,mint.sharddog.near,460,31,206,425,39.130434782608695,45,10.588235294117647
2024-01-03,Metapool,431,100,433,1410,53.90625,264,18.72340425531915
2024-01-03,neat.nrc-20.near,382,182,2634,12982,99.87712471841081,2312,17.809274379910644
2024-01-03,Mintbase,373,48,228,444,0.14181523500810372,57,12.837837837837837
2024-01-03,veax.near,322,17,91,150,31.57894736842105,24,16.0
2024-01-03,blackdragon.tkn.near,264,171,3439,6112,97.87234042553192,418,6.8390052356020945
2024-01-03,Jump Finance,248,55,305,995,81.81818181818183,155,15.577889447236181
2024-01-03,gear.enleap.near,239,161,793,2480,98.33679833679834,447,18.024193548387096
2024-01-03,Pembrock,228,95,211,477,92.07920792079209,80,16.771488469601678
2024-01-03,meteor-rewards.near,225,217,860,2433,68.48837209302326,377,15.495273325113029
2024-01-03,LiNEAR,225,52,311,996,44.16243654822335,260,26.104417670682732
2024-01-03,berryclub.ek.near,206,6,27,74,8.695652173913043,5,6.756756756756757
2024-01-03,TradePort,155,7,85,276,64.28571428571429,37,13.405797101449277
2024-01-03,token.lonkingnearbackto2024.near,133,83,1055,1822,100.0,746,40.944017563117455
2024-01-03,pay.herewallet.near,115,77,483,531,82.35294117647058,218,41.05461393596987
2024-01-03,Playible,101,34,70,97,12.903225806451612,3,3.0927835051546393
2024-01-03,Burrow,99,38,247,1093,56.9620253164557,248,22.689844464775845
2024-01-03,Zomland,95,32,129,242,36.36363636363637,22,9.090909090909092
2024-01-03,Cryptoheroes,81,9,27,104,0.0,3,2.8846153846153846
2024-01-03,v1.lpos-market.near,79,23,112,223,100.0,37,16.591928251121075
2024-01-03,celo.token.a11bd.near,66,2,11,57,25.0,6,10.526315789473683
2024-01-03,nearton-staking.near,61,6,27,127,0.0,0,0.0
2024-01-03,tinkerunion_nft.enleap.near,54,12,83,341,40.0,49,14.369501466275661
2024-01-03,v1.jumbo_exchange.near,48,6,24,118,22.22222222222222,30,25.423728813559322
2024-01-03,El Cafe Cartel,47,8,33,113,0.0,4,3.5398230088495577
2024-01-03,world.pumpopoly.near,47,24,37,56,100.0,1,1.7857142857142856
2024-01-03,Octopus,45,12,66,190,50.0,2,1.0526315789473684
2024-01-03,app.popula.near,42,10,34,76,33.33333333333333,5,6.578947368421052
2024-01-03,cookie.nekotoken.near,40,16,89,660,92.3076923076923,160,24.242424242424242
2024-01-03,core.namesky.near,35,14,76,139,21.09375,34,24.46043165467626
2024-01-03,token.jumbo_exchange.near,32,13,48,193,33.33333333333333,31,16.06217616580311
2024-01-03,discovol.octopus-registry.near,29,2,17,54,100.0,1,1.8518518518518516
2024-01-03,Realis Network,29,4,20,104,17.391304347826086,30,28.846153846153843
2024-01-03,dclv2.ref-labs.near,28,15,63,228,54.54545454545454,42,18.421052631578945
2024-01-03,Land 2 Empire,26,25,79,169,100.0,4,2.366863905325444
2024-01-03,launchpad.jumpfinance.near,24,16,57,338,100.0,64,18.93491124260355
2024-01-03,meta-vote.near,23,13,67,321,28.169014084507044,79,24.610591900311526
2024-01-03,staking.enleap.near,22,18,76,264,0.0,14,5.303030303030303
2024-01-03,staking-v1.jumbo_exchange.near,19,8,17,58,0.0,11,18.96551724137931
2024-01-03,house_nearcrash.near,19,5,32,104,50.0,35,33.65384615384615
2024-01-03,sol.token.a11bd.near,17,9,50,183,52.0,38,20.76502732240437
2024-01-03,asac.near,17,8,42,188,100.0,10,5.319148936170213
2024-01-03,nft.goodfortunefelines.near,16,10,29,197,80.0,25,12.690355329949238
2024-01-03,myriadcore.near,16,15,59,184,11.76470588235294,39,21.195652173913043
2024-01-03,Bodega Lab,15,7,51,195,65.78947368421053,17,8.717948717948717
2024-01-03,hak.tkn.near,13,5,35,105,66.66666666666666,19,18.095238095238095
2024-01-03,nearnautnft.near,13,4,25,127,100.0,6,4.724409448818897
2024-01-03,drip.popula.near,12,8,20,58,37.5,5,8.620689655172415
2024-01-03,LazyFI,12,11,20,54,28.57142857142857,20,37.03703703703704
2024-01-03,undead.secretskelliessociety.near,12,6,26,105,100.0,2,1.9047619047619049
2024-01-03,1000-7.near,12,12,42,57,0.0,0,0.0
2024-01-03,nft.herewallet.near,11,6,23,58,66.66666666666666,3,5.172413793103448
2024-01-03,ff.nekotoken.near,10,5,27,143,100.0,16,11.188811188811188
2024-01-03,cartelgen1.neartopia.near,10,4,28,101,100.0,7,6.9306930693069315
2024-01-03,fusotao-token.near,10,7,43,126,11.11111111111111,22,17.46031746031746
2024-01-03,Cheddar Farm,10,8,45,131,38.46153846153847,19,14.50381679389313
2024-01-03,devgovgigs,10,4,14,105,35.714285714285715,3,2.857142857142857
2024-01-03,token.bocachica_mars.near,9,5,17,80,50.0,9,11.25
2024-01-03,Boca Chica,9,7,21,127,0.0,0,0.0
2024-01-03,bridge.a11bd.near,9,4,24,99,71.42857142857143,22,22.22222222222222
2024-01-03,Phoenix Bonds,9,5,35,150,77.27272727272727,24,16.0
2024-01-03,marmaj.tkn.near,8,8,70,253,29.166666666666668,33,13.043478260869565
2024-01-03,stake.secretskelliessociety.near,8,5,26,150,0.0,1,0.6666666666666667
2024-01-03,cars.raddx.near,7,6,79,259,34.193548387096776,9,3.474903474903475
2024-01-03,utopia.secretskelliessociety.near,7,5,39,212,0.0,8,3.7735849056603774
2024-01-03,SeatLab,7,5,25,73,25.0,6,8.21917808219178
2024-01-03,pre.meteor-token.near,7,4,89,1117,50.403225806451616,52,4.6553267681289165
2024-01-03,c.tkn.near,7,6,39,89,100.0,16,17.97752808988764
2024-01-03,dbio.near,6,6,29,146,11.11111111111111,12,8.21917808219178
2024-01-03,learnernft.learnclub.near,6,3,5,52,50.0,2,3.8461538461538463
2024-01-03,mrbrownproject.near,6,3,19,109,0.0,5,4.587155963302752
2024-01-03,nexp.near,6,5,22,80,0.0,1,1.25
2024-01-03,king04.near,6,4,27,144,56.38297872340425,26,18.055555555555554
2024-01-03,near-punks.near,5,5,29,89,0.0,1,1.1235955056179776
2024-01-03,secretskelliessociety.near,5,4,24,81,0.0,5,6.172839506172839
2024-01-03,y2z.near,5,3,3,81,97.61904761904762,1,1.2345679012345678
2024-01-03,apollo42.near,5,2,12,59,100.0,8,13.559322033898304
2024-01-03,d3c.near,5,3,10,68,97.82608695652173,0,0.0
2024-01-03,v2.ref-farming.near,4,1,12,90,0.0,0,0.0
2024-01-03,ASAC,3,2,19,76,100.0,6,7.894736842105263
2024-01-03,atocha-token.near,3,3,22,63,42.857142857142854,12,19.047619047619047
2024-01-03,e-near.near,3,2,23,73,41.66666666666667,18,24.65753424657534
2024-01-03,nearhorizon.near,3,3,9,51,35.714285714285715,16,31.372549019607842
2024-01-03,Few and Far,2,2,53,165,42.857142857142854,2,1.2121212121212122
2024-01-03,nft.classykangaroosv2.near,2,1,16,57,0.0,2,3.508771929824561
2024-01-03,grimms.secretskelliessociety.near,2,2,14,63,0.0,2,3.1746031746031744
2024-01-03,spin-nft-contract.near,2,1,16,60,0.0,2,3.3333333333333335
2024-01-03,kays.near,1,1,397,652,12.552301255230125,206,31.595092024539877
2024-01-03,token.trmr-tkn.near,1,1,63,130,100.0,47,36.15384615384615
2024-01-03,mara-smartcontract.near,1,1,11,71,100.0,4,5.633802816901409
2024-01-03,Megapont,1,1,21,80,100.0,6,7.5
2024-01-03,thebullishbulls.near,1,1,19,55,50.0,0,0.0
2024-01-03,v1.ncaptcha.near,1,1,5,619,23.076923076923077,2,0.32310177705977383
2024-01-03,abr.a11bd.near,1,1,17,56,20.0,6,10.714285714285714
2024-01-03,coin.asac.near,1,1,17,82,100.0,9,10.975609756097562
2024-01-03,token.skyward.near,1,1,9,61,100.0,6,9.836065573770492
2024-01-03,bob.tkn.near,0,0,3,90,100.0,23,25.555555555555554
2024-01-03,nickyron.near,0,0,0,63,100.0,0,0.0
2024-01-03,driskiani.near,0,0,147,1901,0.0,1901,100.0
2024-01-03,hacuong.near,0,0,1,54,100.0,0,0.0
2024-01-03,I-AM-HUMAN,0,0,22,246,8.333333333333332,191,77.64227642276423
2024-01-03,lncernft.learnclub.near,0,0,3,54,60.0,5,9.25925925925926
2024-01-03,dogenear.tkn.near,0,0,7,95,100.0,28,29.47368421052631
2024-01-03,tphat2616.near,0,0,0,109,100.0,60,55.04587155963303
2024-01-03,jankeazz.near,0,0,0,97,100.0,0,0.0
2024-01-03,encuestasv1.metademocracia_dao.near,0,0,0,54,0.2364066193853428,52,96.29629629629629
2024-01-03,cookiejar.nekotoken.near,0,0,0,71,100.0,12,16.901408450704224
2024-01-02,Overall,3991425,1169563,6594628,15199942,53.56940462386799,12422693,81.72855528001357
2024-01-02,inscription.near,1904082,491,11135,18989,57.73454842855473,5150,27.12096476907683
2024-01-02,Kai-Ching,1010048,964579,5689406,12444260,79.658479420276,10743377,86.33198759910191
2024-01-02,OTHER,548814,15966,120168,599532,53.39412609987993,322748,53.833323325527246
2024-01-02,Sweat Economy,309090,108990,430929,1106198,37.70267853949862,274708,24.833528898081536
2024-01-02,Play Ember,90529,80096,376679,1337136,11.904030166683357,1267312,94.77809287910878
2024-01-02,NEAR Crowd,38223,512,1062,1335,0.0,0,0.0
2024-01-02,Orderly,15745,476,3474,11786,74.81481481481481,688,5.8374342440183264
2024-01-02,priceoracle.near,8471,29,141,357,61.111111111111114,31,8.683473389355742
2024-01-02,REF,6722,169,4071,9906,79.1023842917251,1705,17.211790833838077
2024-01-02,mint.sharddog.near,5618,23,241,406,41.66666666666667,45,11.083743842364532
2024-01-02,Wrapped NEAR,4271,1185,9158,21861,82.18799368088467,5302,24.253236356982754
2024-01-02,SPIN,4011,20,77,324,22.22222222222222,41,12.654320987654321
2024-01-02,Staking Pools,2864,1420,7495,19196,35.687288641336785,5969,31.09501979579079
2024-01-02,Rainbow Bridge,1768,667,4638,15397,56.477093206951025,2255,14.645710203286356
2024-01-02,USDT,1056,528,2852,7803,28.037937166567872,2559,32.795078815840064
2024-01-02,pager.herewallet.near,835,557,3918,3922,83.12101910828027,1537,39.189189189189186
2024-01-02,meteor-points.near,643,3,10,1603,6.767614338689741,464,28.94572676232065
2024-01-02,NEAR Social,632,301,4926,23235,79.92537313432835,2732,11.758123520550894
2024-01-02,Stader,546,7,61,198,20.0,7,3.535353535353535
2024-01-02,v2.keypom.near,515,177,1501,1542,84.5528455284553,676,43.83916990920882
2024-01-02,Paras,490,101,795,2192,66.83673469387756,281,12.819343065693431
2024-01-02,neat.nrc-20.near,443,237,3523,12912,99.50819672131146,2291,17.743184634448575
2024-01-02,Exchanges,430,301,3888,13088,14.01885175664096,10199,77.92634474327629
2024-01-02,Metapool,398,77,453,1371,43.70860927152318,249,18.161925601750546
2024-01-02,LiNEAR,379,44,357,993,41.262135922330096,267,26.888217522658607
2024-01-02,Neko,360,115,872,3326,83.09859154929578,1101,33.102826217678896
2024-01-02,HERE Wallet,348,236,961,1640,69.18238993710692,326,19.878048780487806
2024-01-02,Mintbase,261,37,231,421,0.10080645161290322,56,13.30166270783848
2024-01-02,blackdragon.tkn.near,240,161,4185,6018,98.93617021276596,404,6.713193752077102
2024-01-02,gear.enleap.near,227,156,1104,2394,93.53448275862068,459,19.172932330827066
2024-01-02,Cryptoheroes,209,6,32,101,0.0,3,2.9702970297029703
2024-01-02,Zomland,202,23,132,236,31.818181818181817,21,8.898305084745763
2024-01-02,meteor-rewards.near,194,184,1221,2374,66.46848989298454,394,16.596461668070766
2024-01-02,Jump Finance,176,45,352,978,90.47619047619048,156,15.950920245398773
2024-01-02,token.lonkingnearbackto2024.near,142,91,1787,1787,100.0,743,41.57806379406827
2024-01-02,Learn NEAR Club,128,75,618,2043,20.259740259740262,848,41.50758688203622
2024-01-02,berryclub.ek.near,112,8,30,73,5.714285714285714,5,6.8493150684931505
2024-01-02,v1.jumbo_exchange.near,107,4,28,115,22.22222222222222,30,26.08695652173913
2024-01-02,Pembrock,98,35,183,449,84.26395939086294,84,18.70824053452116
2024-01-02,v1.lpos-market.near,90,23,122,220,100.0,37,16.818181818181817
2024-01-02,veax.near,77,11,91,145,31.57894736842105,24,16.551724137931036
2024-01-02,TradePort,70,10,94,275,64.28571428571429,37,13.454545454545455
2024-01-02,pay.herewallet.near,60,41,417,457,73.52941176470588,181,39.606126914660834
2024-01-02,Burrow,54,24,284,1097,56.25,243,22.151321786690975
2024-01-02,world.pumpopoly.near,50,20,37,56,0.0,2,3.571428571428571
2024-01-02,celo.token.a11bd.near,40,3,14,57,20.0,6,10.526315789473683
2024-01-02,Land 2 Empire,38,35,86,170,100.0,4,2.3529411764705883
2024-01-02,discovol.octopus-registry.near,34,6,19,53,100.0,1,1.8867924528301887
2024-01-02,Octopus,33,10,65,192,100.0,2,1.0416666666666665
2024-01-02,cookie.nekotoken.near,31,7,107,652,91.66666666666666,161,24.69325153374233
2024-01-02,Few and Far,29,12,62,166,42.857142857142854,2,1.2048192771084338
2024-01-02,tinkerunion_nft.enleap.near,28,8,97,340,36.36363636363637,49,14.411764705882351
2024-01-02,app.popula.near,28,12,32,74,24.0,5,6.756756756756757
2024-01-02,core.namesky.near,28,11,65,130,22.727272727272727,32,24.615384615384617
2024-01-02,token.jumbo_exchange.near,23,8,54,196,66.66666666666666,31,15.816326530612246
2024-01-02,launchpad.jumpfinance.near,19,12,57,337,100.0,65,19.287833827893174
2024-01-02,house_nearcrash.near,16,9,33,103,50.0,35,33.980582524271846
2024-01-02,Phoenix Bonds,16,8,41,147,77.27272727272727,24,16.3265306122449
2024-01-02,staking.enleap.near,16,12,77,258,0.0,14,5.426356589147287
2024-01-02,Realis Network,15,1,22,104,15.384615384615385,29,27.884615384615387
2024-01-02,meta-vote.near,14,3,63,320,29.166666666666668,77,24.0625
2024-01-02,sol.token.a11bd.near,13,8,59,179,48.0,39,21.787709497206702
2024-01-02,myriadcore.near,13,11,61,183,27.77777777777778,37,20.21857923497268
2024-01-02,v2.ref-farming.near,12,2,20,90,0.0,0,0.0
2024-01-02,bridge.a11bd.near,12,5,29,98,71.42857142857143,22,22.448979591836736
2024-01-02,staking-v1.jumbo_exchange.near,12,3,17,58,0.0,11,18.96551724137931
2024-01-02,nearton-staking.near,11,4,34,126,0.0,0,0.0
2024-01-02,drip.popula.near,11,6,14,59,37.5,5,8.47457627118644
2024-01-02,El Cafe Cartel,9,5,31,112,0.0,4,3.571428571428571
2024-01-02,dclv2.ref-labs.near,9,4,74,222,54.54545454545454,41,18.46846846846847
2024-01-02,fusotao-token.near,9,8,45,128,11.11111111111111,22,17.1875
2024-01-02,cars.raddx.near,9,8,86,270,33.5483870967742,9,3.3333333333333335
2024-01-02,asac.near,8,2,54,190,100.0,10,5.263157894736842
2024-01-02,ff.nekotoken.near,8,3,29,143,100.0,16,11.188811188811188
2024-01-02,spin-nft-contract.near,8,3,19,62,0.0,2,3.225806451612903
2024-01-02,undead.secretskelliessociety.near,8,1,28,99,100.0,2,2.0202020202020203
2024-01-02,cartelgen1.neartopia.near,7,2,30,100,100.0,7,7.000000000000001
2024-01-02,atocha-token.near,7,5,22,64,16.666666666666664,12,18.75
2024-01-02,king04.near,6,4,24,143,55.61497326203209,26,18.181818181818183
2024-01-02,near-punks.near,6,4,32,91,0.0,1,1.098901098901099
2024-01-02,nft.herewallet.near,6,5,23,58,66.66666666666666,3,5.172413793103448
2024-01-02,marmaj.tkn.near,6,5,79,256,22.58064516129032,35,13.671875
2024-01-02,SeatLab,6,4,25,71,10.0,6,8.450704225352112
2024-01-02,thebullishbulls.near,5,2,28,54,50.0,0,0.0
2024-01-02,nexp.near,5,4,27,81,0.0,1,1.2345679012345678
2024-01-02,dbio.near,5,5,36,142,4.545454545454546,11,7.746478873239436
2024-01-02,1000-7.near,5,5,40,56,0.0,0,0.0
2024-01-02,nft.classykangaroosv2.near,5,4,20,57,0.0,2,3.508771929824561
2024-01-02,Playible,5,2,62,96,16.129032258064516,3,3.125
2024-01-02,c.tkn.near,5,5,40,85,100.0,17,20.0
2024-01-02,devgovgigs,5,4,12,104,35.714285714285715,3,2.8846153846153846
2024-01-02,Cheddar Farm,4,4,45,126,33.33333333333333,19,15.079365079365079
2024-01-02,stake.secretskelliessociety.near,4,2,37,147,0.0,1,0.6802721088435374
2024-01-02,hak.tkn.near,4,3,57,103,66.66666666666666,19,18.446601941747574
2024-01-02,secretskelliessociety.near,4,4,24,77,0.0,5,6.493506493506493
2024-01-02,Megapont,4,3,28,81,100.0,6,7.4074074074074066
2024-01-02,grimms.secretskelliessociety.near,4,4,13,62,0.0,2,3.225806451612903
2024-01-02,token.skyward.near,4,2,12,61,100.0,6,9.836065573770492
2024-01-02,ASAC,4,3,27,75,100.0,6,8.0
2024-01-02,abr.a11bd.near,4,3,22,56,20.0,6,10.714285714285714
2024-01-02,utopia.secretskelliessociety.near,4,3,60,210,0.0,8,3.8095238095238098
2024-01-02,token.bocachica_mars.near,4,3,27,82,16.666666666666664,9,10.975609756097562
2024-01-02,learnernft.learnclub.near,3,1,4,51,75.0,2,3.9215686274509802
2024-01-02,Bodega Lab,3,3,60,195,61.53846153846154,18,9.230769230769232
2024-01-02,coin.asac.near,3,1,22,82,100.0,9,10.975609756097562
2024-01-02,token.trmr-tkn.near,2,1,115,130,100.0,47,36.15384615384615
2024-01-02,nft.goodfortunefelines.near,2,1,31,194,80.0,25,12.886597938144329
2024-01-02,nearnautnft.near,2,2,29,128,100.0,6,4.6875
2024-01-02,apollo42.near,2,2,16,59,100.0,8,13.559322033898304
2024-01-02,Boca Chica,2,2,20,127,0.0,0,0.0
2024-01-02,pre.meteor-token.near,2,2,425,1115,50.20242914979757,53,4.753363228699552
2024-01-02,e-near.near,2,2,30,75,40.0,20,26.666666666666668
2024-01-02,y2z.near,1,1,1,80,97.61904761904762,1,1.25
2024-01-02,d3c.near,1,1,8,66,97.82608695652173,0,0.0
2024-01-02,mrbrownproject.near,1,1,20,109,0.0,5,4.587155963302752
2024-01-02,nickyron.near,0,0,0,63,100.0,0,0.0
2024-01-02,mara-smartcontract.near,0,0,13,72,100.0,3,4.166666666666666
2024-01-02,tphat2616.near,0,0,1,109,100.0,60,55.04587155963303
2024-01-02,dogenear.tkn.near,0,0,14,95,100.0,28,29.47368421052631
2024-01-02,kays.near,0,0,622,651,12.552301255230125,206,31.643625192012287
2024-01-02,jankeazz.near,0,0,0,97,100.0,0,0.0
2024-01-02,lncernft.learnclub.near,0,0,3,54,60.0,5,9.25925925925926
2024-01-02,driskiani.near,0,0,321,1946,0.0,1946,100.0
2024-01-02,encuestasv1.metademocracia_dao.near,0,0,0,206,0.7352941176470588,203,98.54368932038835
2024-01-02,v1.ncaptcha.near,0,0,5,619,25.0,3,0.48465266558966075
2024-01-02,cookiejar.nekotoken.near,0,0,2,71,100.0,12,16.901408450704224
2024-01-02,hacuong.near,0,0,1,54,100.0,0,0.0
2024-01-02,bob.tkn.near,0,0,18,90,100.0,23,25.555555555555554
2024-01-02,I-AM-HUMAN,0,0,30,246,0.0,192,78.04878048780488
2024-01-01,Overall,2791533,1174192,6849809,15122127,51.424031472527986,12422539,82.14809332047007
2024-01-01,Kai-Ching,1036078,992447,5964276,12419065,79.46215003303188,10723802,86.34951181912648
2024-01-01,inscription.near,770317,693,11297,23058,71.81441808503646,7025,30.466649319108335
2024-01-01,OTHER,485332,15959,120280,594256,34.59035074840776,377400,63.507983091462265
2024-01-01,Sweat Economy,284783,101110,433435,1102676,37.51325328824827,275201,24.95755779576231
2024-01-01,Play Ember,73311,61973,350321,1351156,12.380934619526956,1289738,95.45441088963821
2024-01-01,NEAR Crowd,33402,591,1091,1339,0.0,0,0.0
2024-01-01,Orderly,16410,513,3781,11875,74.42748091603053,693,5.835789473684211
2024-01-01,priceoracle.near,8153,23,149,355,58.82352941176471,29,8.169014084507042
2024-01-01,REF,6841,214,6825,9889,77.97619047619048,1737,17.5649711800991
2024-01-01,Wrapped NEAR,5829,1611,10466,21643,80.7879686507096,5510,25.458577831169432
2024-01-01,SPIN,4147,10,77,325,22.22222222222222,38,11.692307692307692
2024-01-01,pager.herewallet.near,3532,2786,3587,3591,92.5,1396,38.874965190754665
2024-01-01,Staking Pools,3437,1864,7646,19005,35.31281032770606,5864,30.85503814785583
2024-01-01,v2.keypom.near,2893,1156,1350,1386,81.48148148148148,593,42.78499278499279
2024-01-01,Rainbow Bridge,2534,1001,4927,15168,55.941794664510915,2192,14.451476793248947
2024-01-01,mint.sharddog.near,2430,13,290,391,39.130434782608695,39,9.974424552429667
2024-01-01,USDT,1473,755,2843,7764,29.476248477466505,2419,31.156620298815046
2024-01-01,NEAR Social,1264,803,5621,23489,79.79359043997827,3680,15.666907914342884
2024-01-01,neat.nrc-20.near,592,285,4385,12833,99.5892286627111,2739,21.343411517182265
2024-01-01,Stader,554,12,63,197,22.22222222222222,8,4.060913705583756
2024-01-01,Exchanges,449,322,4415,13106,13.76998452810727,10251,78.21608423622767
2024-01-01,gear.enleap.near,440,239,1251,2334,96.81818181818181,426,18.251928020565554
2024-01-01,Metapool,414,82,484,1360,45.63758389261745,239,17.573529411764703
2024-01-01,Paras,408,110,911,2179,65.81632653061224,280,12.849931161083067
2024-01-01,token.lonkingnearbackto2024.near,405,105,1742,1742,96.26168224299066,730,41.90585533869116
2024-01-01,pay.herewallet.near,386,256,396,429,75.86206896551724,162,37.76223776223776
2024-01-01,LiNEAR,370,43,402,990,38.862559241706165,265,26.767676767676768
2024-01-01,HERE Wallet,368,260,1018,1586,68.24324324324324,311,19.60907944514502
2024-01-01,berryclub.ek.near,364,9,37,72,5.714285714285714,5,6.944444444444445
2024-01-01,Neko,342,117,1071,3293,81.81818181818183,1093,33.19161858487701
2024-01-01,Mintbase,327,50,236,406,0.10084033613445378,52,12.807881773399016
2024-01-01,meteor-points.near,289,2,10,1705,8.526413345690456,509,29.853372434017594
2024-01-01,Learn NEAR Club,280,197,663,2042,20.17241379310345,848,41.52791380999021
2024-01-01,blackdragon.tkn.near,279,198,5487,5918,94.11764705882352,401,6.775937816830011
2024-01-01,Jump Finance,259,58,431,971,85.0,157,16.168898043254377
2024-01-01,meteor-rewards.near,255,239,1373,2326,66.62636033857315,367,15.778159931212382
2024-01-01,Pembrock,218,68,162,433,86.03351955307262,79,18.244803695150118
2024-01-01,Cryptoheroes,131,3,45,103,0.0,3,2.912621359223301
2024-01-01,Zomland,98,24,144,235,42.857142857142854,18,7.659574468085106
2024-01-01,veax.near,83,14,90,144,25.0,23,15.972222222222221
2024-01-01,v1.lpos-market.near,76,25,131,220,100.0,37,16.818181818181817
2024-01-01,TradePort,59,16,114,275,69.23076923076923,37,13.454545454545455
2024-01-01,Bodega Lab,52,10,74,195,61.53846153846154,18,9.230769230769232
2024-01-01,Burrow,51,31,320,1103,55.4054054054054,244,22.12148685403445
2024-01-01,celo.token.a11bd.near,48,3,14,57,11.11111111111111,7,12.280701754385964
2024-01-01,core.namesky.near,46,20,58,127,22.137404580152673,32,25.196850393700785
2024-01-01,world.pumpopoly.near,45,19,39,56,0.0,2,3.571428571428571
2024-01-01,stake.secretskelliessociety.near,38,3,46,148,0.0,1,0.6756756756756757
2024-01-01,asac.near,37,7,66,190,100.0,10,5.263157894736842
2024-01-01,Few and Far,35,6,64,167,75.0,5,2.9940119760479043
2024-01-01,cookie.nekotoken.near,34,11,118,651,90.9090909090909,159,24.42396313364055
2024-01-01,Land 2 Empire,33,33,86,167,100.0,4,2.3952095808383236
2024-01-01,tinkerunion_nft.enleap.near,28,16,112,341,36.36363636363637,49,14.369501466275661
2024-01-01,v1.jumbo_exchange.near,24,3,36,117,14.285714285714285,30,25.64102564102564
2024-01-01,Octopus,24,4,72,185,100.0,3,1.6216216216216217
2024-01-01,meta-vote.near,23,18,63,331,36.507936507936506,86,25.981873111782477
2024-01-01,myriadcore.near,22,14,68,179,6.666666666666667,38,21.22905027932961
2024-01-01,token.jumbo_exchange.near,20,7,66,194,60.0,34,17.525773195876287
2024-01-01,nearton-staking.near,19,8,36,125,0.0,0,0.0
2024-01-01,Cheddar Farm,17,13,51,125,33.33333333333333,19,15.2
2024-01-01,spin-nft-contract.near,17,6,23,62,0.0,2,3.225806451612903
2024-01-01,house_nearcrash.near,17,9,32,101,50.0,35,34.65346534653465
2024-01-01,staking.enleap.near,16,14,89,255,0.0,13,5.098039215686274
2024-01-01,1000-7.near,16,15,37,56,0.0,0,0.0
2024-01-01,Playible,16,7,62,96,16.129032258064516,3,3.125
2024-01-01,king04.near,16,12,22,142,55.376344086021504,26,18.30985915492958
2024-01-01,launchpad.jumpfinance.near,15,11,70,336,100.0,65,19.345238095238095
2024-01-01,marmaj.tkn.near,14,11,86,257,23.333333333333332,36,14.007782101167315
2024-01-01,hak.tkn.near,14,9,63,104,66.66666666666666,19,18.269230769230766
2024-01-01,staking-v1.jumbo_exchange.near,13,3,19,58,0.0,10,17.24137931034483
2024-01-01,El Cafe Cartel,13,7,39,113,0.0,4,3.5398230088495577
2024-01-01,secretskelliessociety.near,13,6,23,77,0.0,4,5.194805194805195
2024-01-01,dclv2.ref-labs.near,13,6,82,220,52.38095238095239,42,19.090909090909093
2024-01-01,app.popula.near,12,5,28,70,30.0,5,7.142857142857142
2024-01-01,devgovgigs,11,2,11,105,35.714285714285715,3,2.857142857142857
2024-01-01,d3c.near,10,7,8,66,97.82608695652173,0,0.0
2024-01-01,ASAC,10,7,32,75,100.0,6,8.0
2024-01-01,fusotao-token.near,10,4,53,126,11.11111111111111,21,16.666666666666664
2024-01-01,nearnautnft.near,10,3,33,127,100.0,6,4.724409448818897
2024-01-01,SeatLab,9,4,27,69,10.0,6,8.695652173913043
