,activity_date,total_supply,total_locked,foundation_locked,lockups_locked_tokens,total_unlocked,total_staked,total_liquid,pct_stake_change
40,2020-11-22,1005442840.3354341,631928252.250536,164225607.31422767,631928252.250536,209288980.7706705,294593150.9284211,-85304170.15775058,0.06380934856761655
41,2020-11-23,1005578734.0285414,631508820.227883,164225607.3133969,631508820.227883,209844306.48726153,286383606.6927053,-76539300.20544374,-2.8666250594870064
42,2020-11-24,1005645979.9734336,647181903.0851585,147000644.08941743,647181903.0851585,211463432.79885763,302235083.6293329,-90771650.83047527,5.244750790106224
43,2020-11-25,1005782820.5334831,646738110.0574076,147000644.08941743,646738110.0574076,212044066.38665813,303863331.8681493,-91819265.48149115,0.5358488728488311
44,2020-11-26,1005920544.2636976,646294323.1942089,147000644.08941743,646294323.1942089,212625576.98007137,305023833.12084335,-92398256.14077199,0.3804624841345827
45,2020-11-27,1006058287.833129,645850531.5371516,147000644.08941743,645850531.5371516,213207112.20656013,305485899.1952726,-92278786.98871249,0.15125610564888348
46,2020-11-28,1006194982.9938767,645406740.3565068,147000644.08941743,645406740.3565068,213787598.54795238,306536936.6828038,-92749338.13485143,0.34287466264424893
47,2020-11-29,1006332763.2577139,644962948.8955122,147000644.08941743,644962948.8955122,214369170.2727842,307293582.914999,-92924412.6422148,0.24622910280703536
48,2020-11-30,1006464003.9914179,644519161.1576372,147000644.08941743,644519161.1576372,214944198.7443633,307615933.4614779,-92671734.71711457,0.10478993817115168
49,2020-12-01,1006597898.3286657,645124691.586572,145603303.9472417,645124691.586572,215869902.79485208,305082610.08139336,-89212707.28654128,-0.8303729207668198
50,2020-12-02,1006735598.1523857,644676927.1063626,145603303.9472417,644676927.1063626,216455367.0987815,305502618.8403707,-89047251.74158922,0.13748123029898807
51,2020-12-03,1006804015.1960614,644229165.5959818,145603303.9472417,644229165.5959818,216971545.65283787,305765816.6644753,-88794271.01163745,0.08607823692516092
52,2020-12-04,1006940508.731186,643804085.216972,145577330.00442657,643804085.216972,217559093.50978753,306814752.45472926,-89255658.94494173,0.34187918992216737
53,2020-12-05,1007078411.9552864,643356263.3820531,145577330.00442657,643356263.3820531,218144818.56880674,306857095.074456,-88712276.50564924,0.013798807460020157
54,2020-12-06,1007216361.2198163,642908437.4482663,145577330.00442657,642908437.4482663,218730593.76712343,306913471.36447954,-88182877.59735611,0.01836878966990696
55,2020-12-07,1007354329.083383,642460611.460641,145577330.00442657,642460611.460641,219316387.61831537,307151803.5174771,-87835415.89916173,0.0775942547848274
56,2020-12-08,1007490861.1010996,642012787.6780931,145577330.0035643,642012787.6780931,219900743.41944224,307385863.50179183,-87485120.0823496,0.07614533135918577
57,2020-12-09,1007627475.264562,644102150.840574,142808033.84981266,644102150.840574,220717290.5741753,310686911.763278,-89969621.18910271,1.0624999433517672
58,2020-12-10,1007694688.7655138,643650268.6507446,142808033.84981266,643650268.6507446,221236386.2649565,310601202.9632265,-89364816.69827,-0.027594484256283636
59,2020-12-11,1007831450.4838815,643198388.578959,142808033.84981266,643198388.578959,221825028.05510983,311808891.70745665,-89983863.65234682,0.38731696765185575
60,2020-12-12,1007969455.5546614,642746503.6969354,142808033.84981266,642746503.6969354,222414918.00791347,313963967.51957715,-91549049.51166368,0.6864086440066188
61,2020-12-13,1008107153.5516858,637994621.407179,142808033.84981266,637994621.407179,227304498.29469427,315875480.84721696,-88570982.55252269,0.6051477381254387
62,2020-12-14,1008244991.4619734,637542744.9634116,142808033.84981266,637542744.9634116,227894212.64874935,311750214.41422933,-83856001.76547998,-1.3232601750535764
63,2020-12-15,1008383013.1606935,637090858.723544,142808033.84981266,637090858.723544,228484120.5873369,309299305.7290578,-80815185.14172089,-0.7924067851993613
64,2020-12-16,1008520914.1266994,636638982.9545711,142808033.84981266,636638982.9545711,229073897.32231572,313087541.4132751,-84013644.0909594,1.2099605328009204
65,2020-12-17,1008589128.0249956,637890244.6649479,140835543.78976107,637890244.6649479,229863339.57028654,313102510.5679177,-83239170.99763116,0.0047809117261436995
66,2020-12-18,1008726987.9191457,637434383.4070523,140835543.78976107,637434383.4070523,230457060.72233236,315331426.64925045,-84874365.92691809,0.7068486972635242
67,2020-12-19,1008865166.4433869,636978528.5425751,140835543.78976107,636978528.5425751,231051094.1110508,331900508.8790236,-100849414.7679728,4.992183436456415
68,2020-12-20,1009003240.2353678,636533629.7982724,140822856.05825737,636533629.7982724,231646754.37883803,328584530.72231656,-96937776.34347853,-1.009170501550301
69,2020-12-21,1009141159.0631908,636157176.957268,140733386.0494296,636157176.957268,232250596.05649325,330206897.51722604,-97956301.46073279,0.49131826352139285
70,2020-12-22,1009210259.0620033,635501151.585316,140566725.0426046,635501151.585316,233142382.4340827,329014087.8321669,-95871705.39808422,-0.3625406112298606
71,2020-12-23,1009348504.5098001,635045120.8804922,140566725.0426046,635045120.8804922,233736658.58670324,330260009.4297205,-96523350.84301728,0.3772547574576208
72,2020-12-24,1009486770.1358895,634589097.2782389,140566725.0426046,634589097.2782389,234330947.81504604,331499704.80227566,-97168756.98722962,0.3739657545983448
73,2020-12-25,1009625052.1254689,634137361.9394984,140561351.5109871,634137361.9394984,234926338.67498326,331775567.66789323,-96849228.99290997,0.08314743233103172
74,2020-12-26,1009759735.1539155,633681316.498128,140561351.5109871,633681316.498128,235517067.14480042,331883214.3105485,-96366147.16574806,0.032435097050282025
75,2020-12-27,1009828889.9963416,633225277.5354842,140561351.5109871,633225277.5354842,236042260.94987038,330152515.97856224,-94110255.02869186,-0.5242117652371974
76,2020-12-28,1009960889.0547668,632769232.3520975,140561351.5109871,632769232.3520975,236630305.1916823,331215643.35998166,-94585338.16829935,0.3209774063309965
77,2020-12-29,1010099134.7741938,632313192.9687545,140561351.5109871,632313192.9687545,237224590.29445216,334762174.18733084,-97537583.89287868,1.0594180289212005
78,2020-12-30,1010237415.02488,631857149.197464,140561351.5109871,631857149.197464,237818914.31642908,335245502.78615713,-97426588.46972805,0.1441715384127349
79,2020-12-31,1010306588.6568893,631401101.8655564,140561351.5109871,631401101.8655564,238344135.28034592,335054522.3300927,-96710387.04974681,-0.05699981445891922
80,2021-01-01,1010444986.7856873,630945059.1927989,140561351.5109871,630945059.1927989,238938576.08190134,335074272.3276577,-96135696.24575636,0.005894214863999991
81,2021-01-02,1010583402.1020837,630489020.7638574,140561351.5109871,630489020.7638574,239533029.82723925,334973593.0977571,-95440563.27051786,-0.030055870664185136
82,2021-01-03,1010721836.0869285,630032977.1499363,140561351.5109871,630032977.1499363,240127507.42600513,335119054.39723784,-94991546.97123271,0.04340585758167492
83,2021-01-04,1010860056.6143028,629576933.2561431,140561351.5109871,629576933.2561431,240721771.84717256,335575502.1814567,-94853730.33428413,0.13601939988218703
84,2021-01-05,1010929286.1499826,627689076.6780859,140377332.49502537,627689076.6780859,242862876.97687113,336359953.105501,-93497076.12862986,0.2332176933673935
85,2021-01-06,1011067617.7048113,627232966.7805514,140377332.49502537,627232966.7805514,243457318.42923445,337391761.85154176,-93934443.42230731,0.30581918787180484
86,2021-01-07,1011206107.0264883,626776856.2146498,140377332.49502537,626776856.2146498,244051918.31681314,337769949.4083523,-93718031.09153917,0.11196601635906234
87,2021-01-08,1011344623.9669555,626333525.1423416,140359245.8685568,626333525.1423416,244651852.9560572,337428074.0815733,-92776221.12551612,-0.10131798538385794
88,2021-01-09,1011483159.7880287,641035067.1581702,123117866.55745584,641035067.1581702,247330226.07240266,352804497.3137632,-105474271.24136055,4.358341049863384
89,2021-01-10,1011621713.7314928,640555290.6968095,123117866.55745584,640555290.6968095,247948556.4772274,367471045.7818629,-119522489.30463552,3.991211997912359
90,2021-01-11,1011690995.5523598,640075515.6034331,123117866.55745584,640075515.6034331,248497613.39147082,367512913.845659,-119015300.4541882,0.011392270099577217
91,2021-01-12,1011829580.9430003,639595738.3837451,123117866.55745584,639595738.3837451,249115976.00179926,366585473.62205887,-117469497.62025961,-0.2529942647308161
92,2021-01-13,1011968168.4909725,634815960.7449677,123117866.55745584,634815960.7449677,254034341.18854904,367971407.0287996,-113937065.84025055,0.3766416031972426
93,2021-01-14,1012104378.7081877,634336184.6021196,123117866.55745584,634336184.6021196,254650327.54861227,368664679.76013273,-114014352.21152046,0.18804967478419599
94,2021-01-15,1012172388.2101735,633856407.4042581,123117866.55745584,633856407.4042581,255198114.24845946,368664111.45624745,-113465997.20778799,-0.0001541522127013195
95,2021-01-16,1012308580.2476948,633376629.6503567,123117866.55745584,633376629.6503567,255814084.03988242,373824014.1355356,-118009930.09565318,1.3803026248114065
96,2021-01-17,1012445732.9833758,632896853.8727409,123117866.55581793,632896853.8727409,256431012.55481705,372836606.28341925,-116405593.7286022,-0.2648366162215581
97,2021-01-18,1012582103.288663,633602413.7794592,121890470.53372861,633602413.7794592,257089218.9754751,375722087.3286163,-118632868.35314122,0.767982810303451
98,2021-01-19,1012651445.1375847,633122223.0440898,121890470.53372861,633122223.0440898,257638751.5597661,376360598.7666136,-118721847.20684749,0.16965416679902035
99,2021-01-20,1012789580.6071379,632642039.0734774,121890470.53372861,632642039.0734774,258257070.99993193,377055178.4405242,-118798107.44059229,0.18421167872122624
100,2021-01-21,1012927624.3990934,632170736.665654,121878499.9399788,632170736.665654,258878387.7934608,377111530.0536006,-118233142.26013982,0.014942956813968067
101,2021-01-22,1013063516.3786533,631690520.0568731,121878499.9399788,631690520.0568731,259494496.3818014,376523259.4159478,-117028763.0341464,-0.15623752927385226
102,2021-01-23,1013132667.0898858,631210302.771102,121878499.9399788,631210302.771102,260043864.37880504,376537589.09664285,-116493724.71783781,0.0038056441401863594
103,2021-01-24,1013270090.4325638,630730080.4855989,121878499.9399788,630730080.4855989,260661510.0069861,376475510.69212615,-115814000.68514004,-0.01648936059682171
104,2021-01-25,1013407833.078078,630305189.1380255,121645062.26063092,630305189.1380255,261457581.67942172,376983188.6218502,-115525606.94242847,0.13466858603959508
105,2021-01-26,1013540024.2820209,629824849.9421412,121645062.26063092,629824849.9421412,262070112.07924888,379929804.1226272,-117859692.04337832,0.7755683994262199
106,2021-01-27,1013607996.3555737,629344525.1520574,121645062.26063092,629344525.1520574,262618408.94288537,379850772.6262532,-117232363.68336782,-0.020805932768695357
107,2021-01-28,1013742451.4566034,628864192.6146986,121645062.26063092,628864192.6146986,263233196.58127394,372069087.7054994,-108835891.12422547,-2.0914623595156456
108,2021-01-29,1013881212.8702937,628383867.1435468,121645062.26063092,628383867.1435468,263852283.466116,377176133.4166628,-113323849.9505468,1.354021439506539
109,2021-01-30,1014019989.1646034,627909206.391866,121636966.96320774,627909206.391866,264473815.80952972,390862678.7554485,-126388862.9459188,3.50162501632677
110,2021-01-31,1014158777.570408,627428859.0489005,121636966.96320774,627428859.0489005,265092951.5582998,385018986.2503121,-119926034.69201228,-1.5177673605262925
111,2021-02-01,1014227232.1520749,627346634.3218288,121228701.95495568,627346634.3218288,265651895.87529045,386181245.77752644,-120529349.90223598,0.30096218807163666
112,2021-02-02,1014365208.7095512,626866188.7796532,121228701.95495568,626866188.7796532,266270317.97494233,385467637.0582418,-119197319.08329946,-0.18512804984891318
113,2021-02-03,1014503344.7510657,626385748.0103941,121228701.95495568,626385748.0103941,266888894.78571597,382139753.320184,-115250858.53446802,-0.8708551542057137
114,2021-02-04,1014642296.9402175,625905305.544321,121228701.95495568,625905305.544321,267508289.44094095,374768815.42455786,-107260525.98361692,-1.9667959532000907
115,2021-02-05,1014710079.5905643,625424863.4314269,121228701.95495568,625424863.4314269,268056514.20418173,375936796.1158258,-107880281.91164404,0.3106853873670872
116,2021-02-06,1014849079.5153574,624944419.938822,121228701.95262043,624944419.938822,268675957.6239149,373267740.0759039,-104591782.451989,-0.7150513568033148
117,2021-02-07,1014988096.5040554,624463978.4124994,121228701.95262043,624463978.4124994,269295416.13893545,369674686.16837764,-100379270.02944219,-0.9719502151385342
118,2021-02-08,1015127133.0639727,623983534.074095,121228701.95262043,623983534.074095,269914897.0372573,376621019.0196281,-106706121.9823708,1.8443826819151639
119,2021-02-09,1015265268.7014732,622830363.8190069,121187600.99115428,622830363.8190069,271247303.89131206,373607347.4684319,-102360043.57711983,-0.8066414034993983
120,2021-02-10,1015334801.0898484,622349822.9970363,121187600.99115428,622349822.9970363,271797377.1016578,373550304.0784002,-101752926.97674239,-0.015270604630472917
121,2021-02-11,1015473804.8672987,621869277.662217,121187600.99115428,621869277.662217,272416926.2139274,373513713.3474033,-101096787.1334759,-0.009796355445416793
122,2021-02-12,1015612451.8671108,617356950.775119,120894600.98782559,617356950.775119,277360900.1041664,374099105.22636575,-96738205.12219936,0.15648042745471002
123,2021-02-13,1015751160.4329826,616876203.1089667,120894600.98782559,616876203.1089667,277980356.3361903,374712181.4543694,-96731825.11817914,0.16361256941905822
124,2021-02-14,1015889862.0140319,616395450.6068507,120894600.98782559,616395450.6068507,278599810.4193555,376729139.1397611,-98129328.72040558,0.5353866945353047
125,2021-02-15,1015959436.0579884,615915787.5793198,120892950.98586218,615915787.5793198,279150697.49280626,376822669.56548536,-97671972.0726791,0.024820806516785865
126,2021-02-16,1016098561.0627006,615435033.9878718,120892950.98508656,615435033.9878718,279770576.08974224,376148752.1315976,-96378176.04185534,-0.1791624802870615
127,2021-02-17,1016237384.2874566,614954316.1036774,120892900.9828819,614954316.1036774,280390167.2008972,378052810.68172115,-97662643.48082393,0.5036488279746152
128,2021-02-18,1016376523.092431,614473564.5305233,120892900.9828819,614473564.5305233,281010057.5790256,380318232.63798374,-99308175.05895811,0.5956648306206773
129,2021-02-19,1016446131.2089524,613992809.7340032,120892900.9828819,613992809.7340032,281560420.49206734,380528839.7202535,-98968419.22818619,0.05534589242293464
130,2021-02-20,1016584011.5797589,613512059.5460202,120892900.9828819,613512059.5460202,282179051.05085677,379854341.4553962,-97675290.4045394,-0.17756760717095688
131,2021-02-21,1016723267.1871516,613031306.7432945,120892900.9828819,613031306.7432945,282799059.4609751,379871083.4841073,-97072024.0231322,0.004407292220705017
132,2021-02-22,1016861740.6421788,612550551.1120037,120892900.9828819,612550551.1120037,283418288.5472932,378955735.25815946,-95537446.71086627,-0.24154489318502215
133,2021-02-23,1017001033.7144208,612077521.2035816,120880739.21266493,612077521.2035816,284042773.29817426,379162681.92778,-95119908.62960571,0.054579915029691506
134,2021-02-24,1017070685.9291185,611596736.2700068,120880739.21180263,611596736.2700068,284593210.44730914,379330079.8324439,-94736869.38513476,0.044129878847954274
135,2021-02-25,1017209994.1771684,611115948.2682729,120880739.21102704,611115948.2682729,285213306.69786847,380244273.9965694,-95030967.29870093,0.24042286147188463
136,2021-02-26,1017348014.6027734,610635161.184749,120880739.21102704,610635161.184749,285832114.2069974,381256888.17092586,-95424773.96392846,0.2655989191997179
137,2021-02-27,1017486206.3510399,610154375.6830864,120880739.21102704,610154375.6830864,286451091.4569264,380895780.3947547,-94444688.9378283,-0.09480487701829077
138,2021-02-28,1017625410.8185012,609673590.6875632,120880739.21102704,609673590.6875632,287071080.9199111,379998292.81066227,-92927211.89075118,-0.23618200425433145
139,2021-03-01,1017695102.2297423,611056545.6236596,118681263.8688877,611056545.6236596,287957292.73719496,379644586.61153495,-91687293.87434,-0.09316771833474036
140,2021-03-02,1017831872.8970411,610573341.7135242,118681263.8688877,610573341.7135242,288577267.31462926,379485979.4854413,-90908712.17081207,-0.04179525322878419
141,2021-03-03,1017969669.669166,610090155.6010795,118681263.8688877,610090155.6010795,289198250.19919884,389752959.1250021,-100554708.92580324,2.634227502110619
142,2021-03-04,1018108497.1936822,609606968.6340898,118681263.8688877,609606968.6340898,289820264.6907049,390527631.4962128,-100707366.8055079,0.198365572300915
143,2021-03-05,1018178161.2995464,609123782.5222249,118681263.8688877,609123782.5222249,290373114.90843374,387356569.73436546,-96983454.82593173,-0.8186415333091901
144,2021-03-06,1018317544.6130193,608640591.8071312,118681263.8688877,608640591.8071312,290995688.93700045,387585080.11426896,-96589391.1772685,0.05895747582340505
145,2021-03-07,1018456393.6298969,608157407.1435393,118681263.8688877,608157407.1435393,291617722.6174699,387425865.3911065,-95808142.77363658,-0.0410955326902922
146,2021-03-08,1018595788.1495994,607674218.2697773,118681263.8688877,607674218.2697773,292240306.0109344,387648892.5198507,-95408586.50891626,0.05753328154621329
147,2021-03-09,1018732312.4802438,607201526.0526212,118663675.62698634,607201526.0526212,292867110.8006361,391602552.8293447,-98735442.02870858,1.00961045348879
148,2021-03-10,1018870761.0439878,606718289.9200388,118663675.62612401,606718289.9200388,293488795.49782497,394681906.0842287,-101193110.58640373,0.7802114075700359
149,2021-03-11,1019009630.2011681,606235053.4244583,118663675.6253484,606235053.4244583,294110901.1513614,391415288.900512,-97304387.74915057,-0.8345655564177434
150,2021-03-12,1019146849.9709871,622610729.8507606,97482476.03322285,622610729.8507606,299053644.08700377,394689181.81537104,-95635537.72836727,0.8294863567835336
151,2021-03-13,1019214770.2873709,622098791.2721211,97482476.03322285,622098791.2721211,299633502.982027,393787141.69657075,-94153638.71454376,-0.22906794643266437
152,2021-03-14,1019354382.9732513,617286848.3100295,97482476.03322285,617286848.3100295,304585058.629999,382854530.2966094,-78269471.66661042,-2.8555523142148758
153,2021-03-15,1019493967.4327862,616774907.5096098,97482476.03322285,616774907.5096098,305236583.8899535,403102227.1042466,-97865643.21429312,5.022968231431008
154,2021-03-16,1019633310.1351118,616860956.247443,96709740.25835155,616860956.247443,306062613.6293174,396787522.54802054,-90724908.91870314,-1.591457441926451
155,2021-03-17,1019767986.4503285,616347884.346862,96579745.2556154,616347884.346862,306840356.84785104,400338476.4660468,-93498119.61819577,0.8869879181666533
156,2021-03-18,1019905207.0606431,615834808.0026654,96579745.2556154,615834808.0026654,307490653.8023624,399755739.7320214,-92265085.92965901,-0.14577320000859117
157,2021-03-19,1020044886.4840606,615021754.5708147,96579745.2556154,615021754.5708147,308443386.6576305,402793906.6925198,-94350520.03488928,0.7542733169540412
158,2021-03-20,1020183735.2845733,614508682.2859976,96579745.2556154,614508682.2859976,309095307.7429602,402291982.946583,-93196675.20362276,-0.12476603243756301
159,2021-03-21,1020323460.3135445,613995608.2125059,96579745.2556154,613995608.2125059,309748106.84542316,403339966.2195941,-93591859.37417096,0.25982629066830043
160,2021-03-22,1020463203.4061253,613482537.9627491,96579745.2556154,613482537.9627491,310400920.1877609,403279177.3332835,-92878257.1455226,-0.015073648660120398
161,2021-03-23,1020602841.8381722,612969464.7975982,96579745.2556154,612969464.7975982,311053631.7849585,400577942.6338009,-89524310.84884244,-0.674334358432688
162,2021-03-24,1020742538.853645,612456384.4617208,96579745.2556154,612456384.4617208,311706409.13630867,401721503.7004304,-90015094.56412172,0.2846651364429391
163,2021-03-25,1020882332.3810009,611943313.8691952,96579745.2556154,611943313.8691952,312359273.2561903,403824745.80698717,-91465472.55079687,0.5208304167575761
164,2021-03-26,1021022158.1174129,611430238.1056613,96579745.2556154,611430238.1056613,313012174.75613624,403828260.3380865,-90816085.58195025,0.000870303404809647
165,2021-03-27,1021162006.0804149,610917161.0949541,96579745.2556154,610917161.0949541,313665099.7298455,403993915.3622437,-90328815.63239819,0.04100433641647783
166,2021-03-28,1021301850.6140571,610404089.7567284,96579745.2556154,610404089.7567284,314318015.60171324,404154201.20075154,-89836185.5990383,0.03965957499183048
167,2021-03-29,1021441733.2665147,609891015.9993179,96579745.2556154,609891015.9993179,314970972.01158154,403810519.7602765,-88839547.74869496,-0.08510958077047803
168,2021-03-30,1021581550.365573,609377942.8920815,96579745.2556154,609377942.8920815,315623862.2178762,401329955.0904324,-85706092.87255621,-0.6180861005715741
169,2021-03-31,1021721471.6622692,608864866.9501293,96579745.2556154,608864866.9501293,316276859.45652455,401382725.0613646,-85105865.60484004,0.013147045858559636
170,2021-04-01,1021861400.0452795,610526795.5591536,93816811.91074872,610526795.5591536,317517792.57537705,403298477.2899243,-85780684.71454728,0.4750209426609189
171,2021-04-02,1022000634.6789501,610010270.7190236,93816811.91074872,610010270.7190236,318173552.04917777,400722299.17889017,-82548747.1297124,-0.6428836419418076
172,2021-04-03,1022140486.6547287,609493742.7743509,93816811.91074872,609493742.7743509,318829931.969629,401267598.9798535,-82437667.01022452,0.13589430154581805
173,2021-04-04,1022280486.1027166,608977209.476545,93816811.91074872,608977209.476545,319486464.7154229,401005601.0968839,-81519136.38146096,-0.06533521782563412
174,2021-04-05,1022420502.1271881,608460684.5035207,93816811.91074872,608460684.5035207,320143005.71291864,404196892.68230295,-84053886.96938431,0.7895388715735123
175,2021-04-06,1022560535.4712623,607954205.9076341,93798870.72766852,607954205.9076341,320807458.8359596,404304034.62916243,-83496575.79320282,0.026500340754139984
176,2021-04-07,1022700498.4076566,607437633.2429305,93798870.72766852,607437633.2429305,321463994.43705755,404960005.7546644,-83496011.31760687,0.16198417527171216
177,2021-04-08,1022840569.4585218,606921059.3993167,93798870.72766852,606921059.3993167,322120639.33153665,404882643.0236995,-82762003.69216287,-0.01910744565070388
178,2021-04-09,1022980648.6304312,606404486.8105484,93798870.72766852,606404486.8105484,322777291.0922142,404221953.7200217,-81444662.6278075,-0.16344716005589532
179,2021-04-10,1023120750.0668885,605887909.9415964,93798870.72766852,605887909.9415964,323433969.3976236,399696635.66374564,-76262666.26612204,-1.1321881778567473
180,2021-04-11,1023260867.683379,605371337.7688923,93798870.72766852,605371337.7688923,324090659.1868182,399434022.4229566,-75343363.2361384,-0.06574633757936965
181,2021-04-12,1023400978.3201201,604854767.6683859,93798870.72766852,604854767.6683859,324747339.9240657,400101719.4329099,-75354379.5088442,0.1668818146794564
182,2021-04-13,1023541057.8420008,604338192.6356686,93798870.72766852,604338192.6356686,325403994.4786637,398151883.72537506,-72747889.24671137,-0.4897215829524413
183,2021-04-14,1023681189.8343596,599527970.3955456,93798870.72766852,599527970.3955456,330354348.71114546,395176190.1159562,-64821841.40481073,-0.7530042760282925
184,2021-04-15,1023821360.9249415,599020178.1083087,93798870.72766852,599020178.1083087,331002312.08896434,395581064.51583576,-64578752.42687142,0.10234928721250469
185,2021-04-16,1023961510.4773903,598512386.6132054,93798870.72766852,598512386.6132054,331650253.1365164,400984316.953427,-69334063.81691062,1.3474971985547342
186,2021-04-17,1024101736.4712423,598004591.0005958,93798870.72766852,598004591.0005958,332298274.742978,400843332.8115487,-68545058.06857073,-0.035171881465359434
187,2021-04-18,1024241991.0008532,597496798.5049983,93798870.72766852,597496798.5049983,332946321.76818633,400905364.76510954,-67959042.99692321,0.015472966693067747
188,2021-04-19,1024382229.7769216,596989009.3252625,93798870.72680631,596989009.3252625,333594349.7248528,400718686.8103346,-67124337.08548182,-0.04658578721668505
189,2021-04-20,1024522513.1551483,596623746.0869367,93464963.7160874,596623746.0869367,334433803.35212415,400617541.0385622,-66183737.686438024,-0.025247464579365442
190,2021-04-21,1024662811.08304,596125234.7548068,93464963.7160874,596125234.7548068,335072612.6121457,402495737.6970647,-67423125.08491898,0.466637651680216
191,2021-04-22,1024803119.2346102,595542038.6139687,93464963.7160874,595542038.6139687,335796116.90455407,404602198.31286275,-68806081.40830868,0.5206251040112306
192,2021-04-23,1024942822.9600592,595033810.8564919,93464963.7160874,595033810.8564919,336444048.38747984,397892907.8787181,-61448859.49123824,-1.6862050821448094
193,2021-04-24,1025012163.2065555,594525579.5108867,93464963.7160874,594525579.5108867,337021619.9795815,397297566.70033276,-60275946.720751286,-0.1498476779834732
194,2021-04-25,1025152274.5705186,594017347.614119,93464963.7160874,594017347.614119,337669963.2403121,397453331.93126017,-59783368.69094807,0.03919082277421637
195,2021-04-26,1025292582.8975841,595951489.2867901,90130924.21784426,595951489.2867901,339210169.3929497,398114991.6563737,-58904822.26342398,0.1661981434963451
196,2021-04-27,1025432926.8974259,595438693.8701684,90130924.21784426,595438693.8701684,339863308.8094132,397716434.9452446,-57853126.135831416,-0.10021127519759432
197,2021-04-28,1025573288.5884472,594925894.6467942,90130924.21784426,594925894.6467942,340516469.7238087,397903012.5840647,-57386542.860256016,0.04689023026199379
198,2021-04-29,1025713706.7133042,594413094.2155832,90130924.21784426,594413094.2155832,341169688.2798766,397151131.74430585,-55981443.46442926,-0.18931856909398448
199,2021-04-30,1025854154.3781099,593900293.7589365,90130924.21784426,593900293.7589365,341822936.4013292,397206410.00462675,-55383473.60329753,0.013916759379654309
200,2021-05-01,1025994621.4686447,593387498.2190934,90130924.21784426,593387498.2190934,342476199.03170705,397303216.9033442,-54827017.871637166,0.024365999216414025
201,2021-05-02,1026135113.3651801,592874700.0409641,90130924.21784426,592874700.0409641,343129489.10637176,397179578.2211475,-54050089.11477572,-0.031129163979287
202,2021-05-03,1026275618.2642788,592361898.7955507,90130924.21784426,592361898.7955507,343782795.2508839,397314470.0594068,-53531674.80852294,0.033950899960728975
203,2021-05-04,1026416124.461101,591073848.0325488,88753190.1774059,591073848.0325488,346589086.25114644,399849137.3263379,-53260051.07519144,0.6339058985795276
204,2021-05-05,1026556628.5131407,590559521.6357253,88753190.1774059,590559521.6357253,347243916.7000095,399957845.31398374,-52713928.61397421,0.027179861307772057
205,2021-05-06,1026697106.0731112,590045190.3177773,88753190.1774059,590045190.3177773,347898725.57792795,399808741.1762643,-51910015.59833634,-0.03729386638239873
206,2021-05-07,1026837678.1208532,589530867.0282569,88753190.1774059,589530867.0282569,348553620.91519046,400026293.8074535,-51472672.892263055,0.054384582852932795
207,2021-05-08,1026978156.2708974,589016533.8955289,88753190.1774059,589016533.8955289,349208432.1979627,399984222.14813733,-50775789.95017463,-0.010518329720682118
208,2021-05-09,1027118776.2808727,588502209.8753045,88753190.1774059,588502209.8753045,349863376.22816235,400115813.30399203,-50252437.075829685,0.03288826671659706
209,2021-05-10,1027259424.2137266,587987878.590704,88753190.1774059,587987878.590704,350518355.4456167,400136284.46830213,-49617929.02268541,0.005116047982824057
210,2021-05-11,1027400078.2292106,587473552.1392088,88753190.1774059,587473552.1392088,351173335.9125958,402111762.2769328,-50938426.36433697,0.491275807861129
211,2021-05-12,1027540383.7268956,586959221.8348932,88753190.1774059,586959221.8348932,351827971.7145965,402264834.30376846,-50436862.589171946,0.0380525499079738
212,2021-05-13,1027681078.1090277,586472711.3611207,88718690.17356694,586472711.3611207,352489676.5743401,402433077.17530215,-49943400.60096204,0.04180642225401243
213,2021-05-14,1027821776.401037,581658350.8298085,88718690.17356694,581658350.8298085,357444735.3976616,403522998.4411229,-46078263.04346126,0.2701013994323205
214,2021-05-15,1027962305.9923625,581143990.1538441,88718690.17356694,581143990.1538441,358099625.66495144,400660314.1811117,-42560688.51616025,-0.714491592675472
215,2021-05-16,1028103055.9042313,580629630.6912351,88718690.17356694,580629630.6912351,358754735.03942925,399945213.3174805,-41190478.27805126,-0.1787997055145496
216,2021-05-17,1028241759.743131,580115274.6392375,88718690.17356694,580115274.6392375,359407794.9303266,403199924.96554035,-43792130.03521377,0.8072203010300711
217,2021-05-18,1028377092.7969348,579600914.2156725,88718690.170226,579600914.2156725,360057488.41103643,404485511.52961886,-44428023.11858243,0.3178325372438877
218,2021-05-19,1028517818.2945163,579766977.6885561,87918690.15891577,579766977.6885561,360832150.4470445,401315454.3822525,-40483303.93520802,-0.7899165389097789
219,2021-05-20,1028658603.618633,579252068.662291,87918690.15891577,579252068.662291,361487844.7974263,401185073.5481355,-39697228.750709236,-0.03249892448987168
220,2021-05-21,1028796973.1798673,578741140.7238951,87908669.5662725,578741140.7238951,362147162.88969976,399974794.79191446,-37827631.902214706,-0.3025887560866636
221,2021-05-22,1028937160.791221,578226200.1357394,87908669.5662725,578226200.1357394,362802291.0892091,403098430.99633217,-40296139.90712309,0.774906564805292
222,2021-05-23,1029078026.3343605,577711267.5409031,87908669.5662725,577711267.5409031,363458089.22718495,403363212.8630175,-39905123.63583255,0.06564353372880305
